first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Donyell,Malen,Malen,Midfielder,AVL,7.753559105273899,10.170131124821545,0.0,0.0,has joined Roma on loan for the rest of the season.,5.1,0.4,0.0,10.8,55,0,2.6,0.0,0.57,0.05,0.62,,183.4,99.7,290.0,56.3,0.0,4,2,1,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.372973234256027,1.2548340913951543,1.6019213830596348,2.4043886673979697,2.1194417291651133,2.4165720195476452,,,,,,,0.0,0.0,Aston Villa,38
Sam,Alabi,Alabi,Midfielder,NEW,8.08665712256359,10.169185982386105,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698901951751524,1.6680713447979287,2.090131807644614,1.607178038687575,1.7513857362583192,2.0825288598225153,,,,,,,0.0,0.0,Newcastle,38
Jayce,Fitzgerald,Fitzgerald,Midfielder,MUN,8.211137914667379,10.155611371982843,,,,4.3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0029067169464485,1.6330354777873854,2.0318432440243255,1.441446895450492,2.1019055804587294,1.9444734573154634,,,,,,,0.0,0.0,Man Utd,38
Bradley,Burrowes,Burrowes,Midfielder,AVL,8.249100578535327,10.132133618809648,,,,4.3,0.1,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426236429741077,1.620639368104998,1.952906612494459,1.5470499069460337,2.1858810480157285,1.8830330402743223,,,,,,,0.0,0.0,Aston Villa,38
Leon,Routh,Leon Routh,Defender,AVL,8.255446843568613,10.130115800293055,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282486297152565,1.4350496761654945,2.18419541051497,1.4116088943190084,2.096344232853883,1.874668956724442,,,,,,,0.0,0.0,Aston Villa,38
TJ,Carroll,Carroll,Defender,AVL,8.255446843568613,10.130115800293055,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282486297152565,1.4350496761654945,2.18419541051497,1.4116088943190084,2.096344232853883,1.874668956724442,,,,,,,0.0,0.0,Aston Villa,38
Kaye,Furo,Furo,Forward,BRE,7.977183853712399,10.127437477380813,100.0,100.0,,4.5,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1197942111958583,1.6370118216297742,1.7517625771521101,1.4340247931707104,2.0345904505639454,2.1502536236684135,,,,,,,0.0,0.0,Brentford,38
Landon,Emenalo,Emenalo,Midfielder,CHE,8.034035292824605,10.11656415264712,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9649362544239863,1.6463251292068435,2.1265034749459195,1.5723716096185043,1.7238988246293516,2.0825288598225153,,,,,,,0.0,0.0,Chelsea,38
Malcom,DaCosta,DaCosta,Midfielder,BOU,8.032450426000079,10.114979285822594,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9649362544239863,1.6463251292068435,2.1265034749459195,1.5723467194035363,1.722338848019793,2.0825288598225153,,,,,,,0.0,0.0,Bournemouth,38
Charlie,Stevens,Stevens,Midfielder,BOU,8.032450426000079,10.114979285822594,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9649362544239863,1.6463251292068435,2.1265034749459195,1.5723467194035363,1.722338848019793,2.0825288598225153,,,,,,,0.0,0.0,Bournemouth,38
Godwill,Kukonki,Kukonki,Defender,MUN,8.225776786324216,10.109230465862105,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282486297152565,1.4146485832857272,2.1491764567182985,1.4414911023863546,2.092212014218579,1.8834536795378884,,,,,,,0.0,0.0,Man Utd,38
Seung-Soo,Park,Seung soo,Midfielder,NEW,8.135404276751522,10.1075529382886,,,,4.3,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9627036890159263,1.645683970764144,2.158595345801026,1.6031804197194166,1.7652408514510092,1.9721486615370778,,,,,,,0.0,0.0,Newcastle,38
Zach,Marsh,Marsh,Forward,CRY,7.990051850326131,10.081009523467909,,,,4.4,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8665566200490235,1.6876606107169225,1.8022780795838615,1.5543298953730373,2.0792266446032865,2.0909576731417783,,,,,,,0.0,0.0,Crystal Palace,38
Jadon,Sancho,Sancho,Midfielder,AVL,8.478512370147289,10.074216593848393,100.0,100.0,,5.8,0.2,0.0,6.4,37,0,1.6,0.0,0.06,0.2,0.26,,130.2,290.6,193.0,61.6,0.0,0,2,2,10,9,0.0,0.0,0.0,0.0,0.0,0.0,1.5637041311816176,1.7158037352226143,1.491782487416408,1.5683703554333066,2.1388516608933426,1.5957042237011039,,,,,,,0.0,0.0,Aston Villa,38
Joél,Drakes-Thomas,Drakes-Thomas,Midfielder,CRY,7.886146450010598,10.063151132807047,,,,4.5,0.0,0.0,0.4,2,0,1.0,0.0,0.0,0.0,0.0,,1.4,1.0,0.0,0.3,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9494198851793125,1.697853032535536,1.434874057292165,1.5797581204410318,2.2242413545625532,2.177004682796449,,,,,,,0.0,0.0,Crystal Palace,38
Ollie,Shield,Shield,Defender,BRE,8.214454750472711,10.06046051348629,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282486297152565,1.4350496761654945,2.1580211034034518,1.4116088943190084,2.0815264468695016,1.8460057630135789,,,,,,,0.0,0.0,Brentford,38
Conor,McManus,McManus,Defender,BRE,8.214454750472711,10.06046051348629,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282486297152565,1.4350496761654945,2.1580211034034518,1.4116088943190084,2.0815264468695016,1.8460057630135789,,,,,,,0.0,0.0,Brentford,38
Joshua,Stephenson,Stephenson,Defender,BRE,8.214454750472711,10.06046051348629,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1282486297152565,1.4350496761654945,2.1580211034034518,1.4116088943190084,2.0815264468695016,1.8460057630135789,,,,,,,0.0,0.0,Brentford,38
Andre,Harriman-Annous,Harriman-Annous,Midfielder,ARS,8.021819589334202,10.044493685331656,,,,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9649362544239863,1.6463251292068435,2.117682357103706,1.5764167880777604,1.7164590605219052,2.022674095997454,,,,,,,0.0,0.0,Arsenal,38
Rasmus,Højlund,Højlund,Forward,MUN,7.220991433348234,10.037328554458483,0.0,0.0,has joined Napoli on loan for the rest of the season.,6.3,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5447190373103666,1.0362634861180815,2.0479259675565094,1.4668854781155332,2.1251974642477434,2.816337121110249,,,,,,,0.0,0.0,Man Utd,38
Travis,Patterson,Patterson,Defender,AVL,8.182323491389479,10.02804146245578,,,,3.9,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1194340871023023,1.4310072693108236,2.1682502442534948,1.3793597718214798,2.084272118901379,1.8457179710663014,,,,,,,0.0,0.0,Aston Villa,38
Brayden,Clarke,Clarke,Defender,ARS,8.13413156107811,10.020622330002519,,,,3.7,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1365671182007384,1.4768007574492268,2.194960373732458,1.4462423851634827,1.8795609265322042,1.886490768924409,,,,,,,0.0,0.0,Arsenal,38
Tom,McGill,McGill,Goalkeeper,BHA,8.036923313424484,10.00001530300124,,,,3.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6247684728071636,1.5020151341564225,1.5415553852481083,1.3356155800562979,2.032968741156492,1.9630919895767551,,,,,,,0.0,0.0,Brighton,38
Ben,Casey,Casey,Forward,CRY,7.929272611933076,9.991659806517161,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8668084746894339,1.6510671564173458,1.7831680719142555,1.560604019417912,2.0676248894941285,2.0623871945840855,,,,,,,0.0,0.0,Crystal Palace,38
Harrison,Reed,Reed,Midfielder,FUL,7.94118951108309,9.980323695791675,100.0,100.0,,4.3,0.3,0.0,3.5,15,0,2.1,0.0,0.13,0.46,0.59,,42.0,44.4,11.0,9.7,0.0,1,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.1019953160910663,1.4239488234790032,1.399158486804898,1.8251014460067159,2.190985438701407,2.039134184708585,,,,,,,0.0,0.0,Fulham,38
Coby,Ebere,Ebere,Midfielder,EVE,8.019463027840604,9.965049968736611,,,,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.964111698455397,1.6331635868557919,2.1289058885889736,1.5743941988481325,1.7188876550923093,1.9455869408960074,,,,,,,0.0,0.0,Everton,38
Luis,Díaz Marulanda,Luis Díaz,Midfielder,LIV,6.683637273942323,9.951744693227484,0.0,0.0,Has joined Bayern Munch permanently.,8.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.563372926687671,1.0098728941025739,1.5206538686729696,1.7303007730620885,1.85943681141702,3.2681074192851605,,,,,,,0.0,0.0,Liverpool,38
Kaden,Rodney,Rodney,Midfielder,CRY,7.844063433453137,9.945866669076999,,,,4.4,0.1,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9325430781460704,1.6467134121158664,1.4249203963069483,1.5765171791216392,2.2633693677626123,2.101803235623863,,,,,,,0.0,0.0,Crystal Palace,38
Sam,Chambers,Chambers,Midfielder,LEE,7.993574953699275,9.939161894595282,,,,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9632871424868077,1.6368764245020015,2.124009987609324,1.554496263104172,1.7149051359969703,1.9455869408960074,,,,,,,0.0,0.0,Leeds,38
Enso,González Medina,Gonzalez,Midfielder,WOL,8.047522457581193,9.919445986533187,,,,4.3,1.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9525368777919427,1.6392852515880116,2.139422888922108,1.5809656000744423,1.7353118392046882,1.871923528951993,,,,,,,0.0,0.0,Wolves,38
Luke,Rawlings,Rawlings,Midfielder,WOL,7.866483244868763,9.919036683533799,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9602547634485492,1.6104559575698507,2.047051877620791,1.5513899952284402,1.6973306510011321,2.0525534386650355,,,,,,,0.0,0.0,Wolves,38
Ethan,Sutherland,Sutherland,Midfielder,WOL,7.866483244868763,9.919036683533799,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9602547634485492,1.6104559575698507,2.047051877620791,1.5513899952284402,1.6973306510011321,2.0525534386650355,,,,,,,0.0,0.0,Wolves,38
Finlay,Herrick,Herrick,Goalkeeper,WHU,7.9875999203234045,9.918745277031473,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6583837502262848,1.4830362088768942,1.4953330375035854,1.6437031754064395,1.7071437483101997,1.931145356708069,,,,,,,0.0,0.0,West Ham,38
Alfie,McNally,McNally,Goalkeeper,FUL,7.981743192336759,9.912888549044828,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6583837502262848,1.4775523946055749,1.4923720698630616,1.6499221538825937,1.703512823759244,1.931145356708069,,,,,,,0.0,0.0,Fulham,38
Keiber,Lamadrid,Lamadrid,Midfielder,WHU,7.366557913178871,9.910254571007611,,,,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957292711243594,1.835015289997623,1.48533655978329,1.4670221286334537,1.5834546636401454,2.5436966578287397,,,,,,,0.0,0.0,West Ham,38
Remi,Matthews,Matthews,Goalkeeper,CRY,7.968488448028354,9.892887756341747,,,,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6168276254649527,1.4237118600741274,1.534026713600427,1.4633012911736587,1.9306209577151872,1.924399308313392,,,,,,,0.0,0.0,Crystal Palace,38
Marli,Salmon,Salmon,Defender,ARS,7.994453283085703,9.871841609403544,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1246397617430546,1.4034247575416487,2.130731096056878,1.4992326733109713,1.8364249944331503,1.8773883263178417,,,,,,,0.0,0.0,Arsenal,38
Nehemiah,Oriola,Oriola,Midfielder,BHA,7.7691436652246075,9.869003667722948,,,,4.5,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9682043863221186,1.6552355704006179,1.4256448866340148,1.3934655416479016,2.3265932802199543,2.0998600024983403,,,,,,,0.0,0.0,Brighton,38
Leo,Shahar,Shahar,Defender,NEW,8.010296613942982,9.862851428261209,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1221088030772695,1.4238258504214159,2.178227326489046,1.464071783694183,1.8220628502610683,1.852554814318226,,,,,,,0.0,0.0,Newcastle,38
Nicolas,Jackson,N.Jackson,Forward,CHE,7.017562212610811,9.859409739375401,0.0,0.0,has joined Bayern Munich on loan for the rest of the season.,6.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5252721718731712,1.0577616205347429,2.1877964890870736,1.5816030096806581,1.665128921435165,2.841847526764591,,,,,,,0.0,0.0,Chelsea,38
Mike,Trésor Ndayishimiye,Trésor,Midfielder,BUR,7.701260769352481,9.852374964388089,100.0,100.0,,4.3,0.1,0.0,1.4,6,0,1.0,0.0,0.0,0.0,0.0,,7.2,15.2,2.0,2.4,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0570233877445456,1.9068212641808788,1.382537521620993,1.5539859145045702,1.8008926813014936,2.1511141950356083,,,,,,,0.0,0.0,Burnley,38
Callum,Bates,Bates,Midfielder,EVE,7.874930126415782,9.810997865141733,,,,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9498235629024525,1.5775435306756893,2.11153578671542,1.5568438071095816,1.6791834390126388,1.9360677387259508,,,,,,,0.0,0.0,Everton,38
Dwight,McNeil,McNeil,Midfielder,EVE,8.083111031709885,9.80896459127811,,,,5.5,0.1,0.0,9.6,53,0,2.4,0.0,0.11,0.15,0.26,,140.6,242.4,138.0,52.2,0.0,0,3,6,9,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0762654616760396,1.7581390847914697,1.835847677579009,1.728017098536091,1.6848417091272756,1.7258535595682258,,,,,,,0.0,0.0,Everton,38
Darwin,Núñez Ribeiro,Darwin,Forward,LIV,6.8050723413146095,9.783330412179916,0.0,0.0,Has joined Al-Hilal permanently.,6.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5457885919257124,0.9115948977994648,1.9282948919918796,1.690611498056702,1.7287824615408511,2.978258070865307,,,,,,,0.0,0.0,Liverpool,38
Remy,Rees-Dottin,Rees-Dottin,Midfielder,BOU,7.837407402976069,9.77347514170202,,,,4.3,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9527312509461167,1.5576582219634894,2.120272577721699,1.5279260786485946,1.67881927369617,1.9360677387259508,,,,,,,0.0,0.0,Bournemouth,38
Joe,Gelhardt,Gelhardt,Midfielder,LEE,7.177159738161318,9.772438970099303,0.0,0.0,Has joined Hull City on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0378128350662106,2.23187526281357,1.644180343852908,1.772161894471179,2.5952792319379845,,,,,,,0.0,0.0,Leeds,38
Charlie,Crew,Crew,Midfielder,LEE,7.177159738161318,9.772438970099303,0.0,0.0,Has joined Doncaster Rovers on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0378128350662106,2.23187526281357,1.644180343852908,1.772161894471179,2.5952792319379845,,,,,,,0.0,0.0,Leeds,38
Darko,Gyabi,Gyabi,Midfielder,LEE,7.177159738161318,9.772438970099303,0.0,0.0,has joined Hull City permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0378128350662106,2.23187526281357,1.644180343852908,1.772161894471179,2.5952792319379845,,,,,,,0.0,0.0,Leeds,38
Adrian,Mazilu,Mazilu,Midfielder,BHA,6.893804580501842,9.771282415215216,0.0,0.0,has joined Dinamo Bucharest permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5031818831086876,0.7876453442818185,1.3958454971675118,1.4376645159052897,2.769467340038535,2.8774778347133743,,,,,,,0.0,0.0,Brighton,38
Andrew,Moran,Moran,Midfielder,BHA,6.893804580501842,9.771282415215216,0.0,0.0,Has joined Los Angeles FC on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5031818831086876,0.7876453442818185,1.3958454971675118,1.4376645159052897,2.769467340038535,2.8774778347133743,,,,,,,0.0,0.0,Brighton,38
Miodrag,Pivaš,Pivas,Defender,NEW,7.876860059123377,9.768256554961969,,,,3.8,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.121712565775539,1.4541031553403179,1.9845625251324452,1.4423200911994278,1.874161721675647,1.8913964958385927,,,,,,,0.0,0.0,Newcastle,38
Saheed,Olagunju,Olagunju,Defender,WOL,7.941579267003354,9.765484858824424,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.129586687768798,1.4442038110854407,2.136490255126536,1.4241725669486576,1.8071259460739213,1.8239055918210696,,,,,,,0.0,0.0,Wolves,38
Brandon,Austin,Austin,Goalkeeper,TOT,7.813238353131967,9.764347347507217,,,,3.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6511086083637831,1.5371473797204231,1.5360365873781867,1.3774366641672473,1.7115091135023281,1.9511089943752493,,,,,,,0.0,0.0,Spurs,38
Dominic,Sadi,Sadi,Midfielder,BOU,7.140893014604318,9.740176103011574,0.0,0.0,has joined Novi Pazar on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0378128350662106,2.23187526281357,1.637413163999376,1.7426623507677101,2.5992830884072555,,,,,,,0.0,0.0,Bournemouth,38
Kendry,Páez Andrade,Paez,Midfielder,CHE,7.13524737319055,9.729757734841272,0.0,0.0,has joined River Plate on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0340999974200007,2.23187526281357,1.636573578843352,1.7415691321561757,2.5945103616507215,,,,,,,0.0,0.0,Chelsea,38
Joe,Knight,Knight,Midfielder,BHA,6.910446960720515,9.72806232613586,0.0,0.0,has joined Stevenage permanently.,4.4,0.1,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5031818831086876,0.7919821982718871,1.3845960634187602,1.4411449142985493,2.789541901622631,2.8176153654153437,,,,,,,0.0,0.0,Brighton,38
Albert,Sambi Lokonga,Sambi,Midfielder,ARS,7.079188058456465,9.724627793271214,0.0,0.0,has joined Hamburger permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0289313700887077,2.2186969584834704,1.6542673600760036,1.686162967850832,2.645439734814749,,,,,,,0.0,0.0,Arsenal,38
Christantus,Uche,Uche,Forward,CRY,7.766376619120676,9.723669227877405,,,,5.5,0.1,0.0,3.1,17,0,1.2,0.0,0.28,0.01,0.29,,13.2,7.1,73.0,8.8,0.0,0,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8507508017105359,1.784934841800979,1.5256825001448506,1.7070614073641557,1.8979470681001547,1.9572926087567286,,,,,,,0.0,0.0,Crystal Palace,38
Zach,Abbott,Abbott,Defender,NFO,7.601911409237163,9.70033743395762,100.0,100.0,,3.8,0.2,0.0,0.8,3,0,1.0,0.0,0.0,0.01,0.01,,25.4,6.4,0.0,3.2,0.0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0846860957809605,1.5059532580112451,1.4640766024582879,1.7575018761721282,1.7896935768145403,2.098426024720457,,,,,,,0.0,0.0,Nott'm Forest,38
Zain,Silcott-Duberry,Silcott-Duberry,Midfielder,BOU,7.146612112395922,9.698094685271354,0.0,0.0,has joined Olympiakos permanently.,4.4,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.029485787597602,2.20809458057549,1.647176476785926,1.770725865479453,2.5514825728754307,,,,,,,0.0,0.0,Bournemouth,38
Ollie,Scarles,Scarles,Defender,WHU,7.766383073207592,9.692811218848911,100.0,100.0,,4.3,0.0,0.0,4.9,21,0,1.6,0.0,0.02,0.04,0.06,,142.2,82.1,22.0,24.6,0.0,0,1,0,16,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0474599332762824,1.5534975912861464,1.475707561782738,1.648930151269401,2.040787835593024,1.9264281456413188,,,,,,,0.0,0.0,West Ham,38
