first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Kadan,Young,Young,Midfielder,AVL,7.069158617638131,9.625421375857055,0.0,0.0,has joined Reading on loan for the rest of the season.,4.3,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014423908795093,0.9979742626596511,1.8396778548361332,1.4809139633581094,2.249150145904728,2.5562627582189243,,,,,,,0.0,0.0,Aston Villa,38
Frank,Onyeka,Onyeka,Midfielder,BRE,7.43997583148,9.61582583943752,0.0,0.0,has joined Coventry City on loan for the rest of the season.,4.8,0.0,0.0,2.5,12,0,2.0,0.0,0.0,0.37,0.37,,28.4,13.6,4.0,4.6,0.0,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424519564906995,1.3835591890131025,1.803550604573261,1.638823210283172,2.0715908711197653,2.1758500079575205,,,,,,,0.0,0.0,Brentford,38
Jakub,Kiwior,Kiwior,Defender,ARS,7.052239948648199,9.61411840033909,0.0,0.0,has joined Porto on loan for the rest of the season.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.48824299298981294,1.1377506694162127,2.4026467107885168,1.4809352242211742,1.5426643512324825,2.56187845169089,,,,,,,0.0,0.0,Arsenal,38
Fábio,Ferreira Vieira,Fábio Vieira,Midfielder,ARS,6.872592805487653,9.61154835254691,0.0,0.0,has joined Hamburger on loan for the rest of the season.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097728363644116,0.997679004696337,2.1890754892763837,1.6916961889747695,1.4843692861757503,2.7389555470592577,,,,,,,0.0,0.0,Arsenal,38
Václav,Hladký,Hladký,Goalkeeper,BUR,7.700938068547494,9.602266691055329,,,,3.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6265237008920734,1.507573095925184,1.5030759077905478,1.3008630443010838,1.7629023196386044,1.9013286225078345,,,,,,,0.0,0.0,Burnley,38
Freddie,Simmonds,Simmonds,Defender,BHA,7.722804387288578,9.594127744113381,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1031671413295379,1.4883497379930155,1.6229934304018832,1.3143880920174746,2.1939059855466665,1.871323356824803,,,,,,,0.0,0.0,Brighton,38
Reece,Welch,Welch,Defender,EVE,7.724950282641938,9.583910417565987,,,,3.8,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1135662794494479,1.418972785567787,1.9221299455617409,1.4231828435571154,1.8470984285058467,1.8589601349240488,,,,,,,0.0,0.0,Everton,38
João Victor,de Souza Menezes,Souza,Defender,TOT,7.710257884726428,9.581298764548654,,,,4.0,0.0,0.0,0.8,3,0,0.8,0.0,0.01,0.02,0.03,,12.8,31.9,17.0,6.2,0.0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.1686299229366885,1.7012312052591465,1.5012295470409815,1.524892034298888,1.8142751751907225,1.8710408798222258,,,,,,,0.0,0.0,Spurs,38
Ethan,Pinnock,Pinnock,Defender,BRE,7.855037096558489,9.571328015405676,100.0,100.0,,4.2,0.1,0.0,3.3,14,0,3.5,0.0,0.0,0.02,0.02,,88.6,1.2,33.0,12.3,0.0,0,0,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.2181371880220409,1.5223171941382199,1.5805896577909673,1.4288226993023296,2.105170357304931,1.7162909188471867,,,,,,,0.0,0.0,Brentford,38
Largie,Ramazani,Ramazani,Midfielder,LEE,6.999285689729822,9.568794929436585,0.0,0.0,has joined Valencia on loan for the rest of the season.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0289313700887077,2.2057880806804313,1.6572448523484267,1.6161919846548054,2.569509239706762,,,,,,,0.0,0.0,Leeds,38
Sam,Greenwood,Greenwood,Midfielder,LEE,6.999285689729822,9.568794929436585,0.0,0.0,has joined Pogon Szczecin permanently.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0289313700887077,2.2057880806804313,1.6572448523484267,1.6161919846548054,2.569509239706762,,,,,,,0.0,0.0,Leeds,38
Philip,Billing,Philip,Midfielder,BOU,6.9919888656796365,9.558972807757804,0.0,0.0,has joined Midtjylland permanently.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0289313700887077,2.194330178959197,1.6667102644232696,1.6108876502510112,2.566983942078167,,,,,,,0.0,0.0,Bournemouth,38
Igor Julio,dos Santos de Paulo,Igor,Defender,BHA,7.8071712601590395,9.558631770543215,100.0,100.0,,4.5,0.1,0.0,1.3,6,0,1.5,0.0,0.0,0.0,0.0,,25.8,10.6,0.0,3.6,0.0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.1873468448917446,1.4424038238485655,1.4654200621713622,1.5512777909613518,2.1607227382860157,1.7514605103841752,,,,,,,0.0,0.0,Brighton,38
Mykhailo,Mudryk,Mudryk,Midfielder,CHE,6.988035014102286,9.555018956180453,0.0,0.0,Suspended - unknown return date,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0289313700887077,2.194330178959197,1.6667102644232696,1.6069337986736607,2.566983942078167,,,,,,,0.0,0.0,Chelsea,38
Temple,Ojinnaka,Ojinnaka,Midfielder,WOL,6.945719482392196,9.5549502080164,0.0,0.0,has joined Shrewsbury Town on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4834734273391526,1.0312041267013714,2.1628907233384043,1.5846292803216286,1.68352192469164,2.6092307256242036,,,,,,,0.0,0.0,Wolves,38
Joe,Hodge,Hodge,Midfielder,WOL,6.945719482392196,9.5549502080164,0.0,0.0,Signed by CD Tondela,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4834734273391526,1.0312041267013714,2.1628907233384043,1.5846292803216286,1.68352192469164,2.6092307256242036,,,,,,,0.0,0.0,Wolves,38
Joachim,Andersen,Andersen,Defender,FUL,7.545251577600797,9.547559886146058,0.0,0.0,Suspended until 29 Aug,4.4,2.8,0.5,28.0,123,0,3.7,2.4,0.04,0.06,0.1,,790.6,131.0,148.0,107.0,0.0,0,1,8,45,33,0.0,0.0,0.0,0.0,0.0,0.0,0.42000189612414085,0.9930162785348648,2.254625101989459,1.4336686343816973,2.4439396665706346,2.0023083085452598,,,,,,,0.0,0.0,Fulham,38
Jack,Harrison,Harrison,Midfielder,LEE,7.177885194089171,9.53845982715589,0.0,0.0,has joined ACF Fiorentina on loan for the rest of the season.,5.1,0.0,0.0,2.4,12,0,1.1,0.0,0.1,0.08,0.18,,30.0,49.4,35.0,11.5,0.0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5582566297752339,1.0351656116004833,2.0684302734408067,1.531895969702365,1.9841367095702827,2.360574633066719,,,,,,,0.0,0.0,Leeds,38
Luis,Sinisterra Lucumí,Sinisterra,Midfielder,BOU,6.9799161560681675,9.528020523294334,0.0,0.0,has joined Cruzeiro on loan for the rest of the season.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4945199812195937,1.0332289768100407,2.1923930890631835,1.6806303592397829,1.5791437497355676,2.5481043672261663,,,,,,,0.0,0.0,Bournemouth,38
Christopher,Nkunku,Nkunku,Midfielder,CHE,6.805472201230384,9.527882920136094,0.0,0.0,has joined AC Milan permanently.,5.9,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5464059309882822,0.9854449127571849,2.020997556870807,1.7273111907425316,1.5253126098715788,2.7224107189057083,,,,,,,0.0,0.0,Chelsea,38
Yunus Emre,Konak,Konak,Midfielder,BRE,6.976414464151484,9.519214784538836,0.0,0.0,has joined Oxford United on loan for the rest of the season.,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0241175580641209,1.8635114088595799,1.484560922770982,2.1086509409771685,2.5428003203873515,,,,,,,0.0,0.0,Brentford,38
Sékou,Koné,Kone,Midfielder,MUN,6.983032869454567,9.518962076188908,0.0,0.0,has joined Lausanne-Sport on loan for the rest of the season.,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0241175580641209,1.8635114088595799,1.484560922770982,2.115269346280251,2.535929206734341,,,,,,,0.0,0.0,Man Utd,38
Ashley,Barnes,Barnes,Forward,BUR,7.918543803048865,9.516813793692023,,,,4.2,1.2,0.0,1.2,5,0,0.9,0.0,0.56,0.09,0.65,,2.2,1.9,44.0,4.8,5.0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9798197845368926,1.7749297629579126,1.8625313556749807,1.797503568592912,1.503759331286167,1.598269990643158,,,,,,,0.0,0.0,Burnley,38
Will,Wright,Wright,Forward,LIV,7.504416550756902,9.516088269794405,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8778370692054929,1.5031022926437327,1.8491976143732543,1.5756601928425744,1.6986193816918473,2.011671719037502,,,,,,,0.0,0.0,Liverpool,38
Ben,Broggio,Broggio,Midfielder,AVL,6.963716537976077,9.507214510627453,0.0,0.0,has joined Falkirk on loan for the rest of the season.,4.4,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0165079957061258,1.8517662580663135,1.484560922770982,2.115307727953023,2.5434979726513767,,,,,,,0.0,0.0,Aston Villa,38
Milan,Aleksić,Aleksić,Midfielder,SUN,7.426617032148229,9.499820981536732,100.0,100.0,,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2114484853326153,1.8943687267172902,1.330192161440172,1.4064733257181552,1.5841343329399957,2.073203949388503,,,,,,,0.0,0.0,Sunderland,38
Gonçalo Manuel,Ganchinho Guedes,Guedes,Midfielder,WOL,6.792551821383681,9.499436559195992,0.0,0.0,Has joined Real Sociedad permanently.,5.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5005839871207722,1.0139367520904068,2.1213073855789695,1.6468853128591645,1.5098383837343672,2.7068847378123113,,,,,,,0.0,0.0,Wolves,38
Harvey,Elliott,Elliott,Midfielder,AVL,7.692999711995636,9.496606502026212,100.0,100.0,,5.1,0.2,0.0,1.0,5,0,1.0,0.0,0.24,0.07,0.31,,11.8,31.7,31.0,7.4,0.0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.3155305994033029,1.6571845599554813,1.54074214624614,1.4196544922645435,1.7598879141261694,1.803606790030577,,,,,,,0.0,0.0,Aston Villa,38
Paris,Maghoma,Maghoma,Midfielder,BRE,6.899514822760177,9.492815659487245,0.0,0.0,has joined Norwich City permanently.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0300874436714575,1.8832144598494192,1.4822917694574806,2.0083475163021873,2.5933008367270682,,,,,,,0.0,0.0,Brentford,38
Ryan,Trevitt,Trevitt,Midfielder,BRE,6.899514822760177,9.492815659487245,0.0,0.0,Has joined Wigan on loan for the rest of the season,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0300874436714575,1.8832144598494192,1.4822917694574806,2.0083475163021873,2.5933008367270682,,,,,,,0.0,0.0,Brentford,38
Myles,Peart-Harris,Peart-Harris,Midfielder,BRE,6.916551223199336,9.484350014840087,0.0,0.0,has joined Oxford United permanently.,4.4,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0300874436714575,1.8832144598494192,1.4832042030556674,2.0244714831431585,2.567798791640752,,,,,,,0.0,0.0,Brentford,38
Leander,Dendoncker,Dendoncker,Midfielder,AVL,6.893747356892217,9.472416874616734,0.0,0.0,Has joined Real Oviedo permanently.,4.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0202208333523357,1.8493756076227057,1.4873873706296303,2.041189911807913,2.5786695177245162,,,,,,,0.0,0.0,Aston Villa,38
Romelle,Donovan,Donovan,Midfielder,BRE,7.721040286252196,9.471608737591943,,,,4.4,0.1,0.0,0.9,4,0,1.0,0.0,0.21,0.02,0.23,,8.4,11.5,21.0,4.2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9627352941019999,1.4752438865345363,1.9269887693649084,1.5269752040717948,1.8290971321789562,1.7505684513397475,,,,,,,0.0,0.0,Brentford,38
Jeremy,Sarmiento Morante,Sarmiento,Midfielder,BHA,6.471137007764199,9.462557013858971,0.0,0.0,has joined Middlesbrough on loan for the rest of the season.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4954885509745939,0.7839849085300319,1.2851085868329029,1.4731136261374318,2.4334413352892383,2.991420006094772,,,,,,,0.0,0.0,Brighton,38
Toby,Collyer,Collyer,Midfielder,MUN,6.885817632035505,9.458631704392582,0.0,0.0,has joined Hull City on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0163902529467848,1.8832144598494192,1.4822917694574806,2.0083475163021873,2.572814072357077,,,,,,,0.0,0.0,Man Utd,38
Jack,Moorhouse,Moorhouse,Midfielder,MUN,6.885817632035505,9.458631704392582,0.0,0.0,has joined Leyton Orient on loan for the rest of the season.,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49557363347963285,1.0163902529467848,1.8832144598494192,1.4822917694574806,2.0083475163021873,2.572814072357077,,,,,,,0.0,0.0,Man Utd,38
Antoñito,Cordero Campillo,Antoñito C.,Midfielder,NEW,6.898872068296199,9.437052934923091,0.0,0.0,has joined Cadiz on loan for the rest of the season.,4.9,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.49112940195745103,1.0295161391638308,2.194330178959197,1.6803219465641375,1.5035744016515828,2.5381808666268935,,,,,,,0.0,0.0,Newcastle,38
Asher,Agbinone,Agbinone,Midfielder,CRY,7.4134628557574285,9.428456123814826,,,,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.972503615579543,1.5296879221858601,1.4673116883622548,1.366213962545988,2.0777456670837817,2.014993268057397,,,,,,,0.0,0.0,Crystal Palace,38
Charlie,Tasker,Tasker,Defender,BHA,7.543460365306956,9.420621121083457,,,,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986661090241698,1.4966429866514062,1.4764934278403585,1.314684262883485,2.1569735789075364,1.8771607557765007,,,,,,,0.0,0.0,Brighton,38
Benoît,Badiashile Mukinayi,B.Badiashile,Defender,CHE,7.686405776095988,9.417056132877144,100.0,100.0,,4.4,0.0,0.0,1.6,7,0,0.9,0.0,0.0,0.01,0.01,,102.8,7.9,2.0,11.4,0.0,0,0,0,10,6,0.0,0.0,0.0,0.0,0.0,0.0,1.2622958993908096,1.5291206342008625,1.5195883029867439,1.514523094009744,1.8608778455078276,1.7306503567811562,,,,,,,0.0,0.0,Chelsea,38
Ben,Winterburn,Winterburn,Midfielder,BOU,6.844130297104353,9.40205292209847,0.0,0.0,has joined Barnet on loan for the rest of the season.,4.5,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4717048400395023,0.9994852280109816,2.090166305987491,1.6030481014185767,1.6797258216478022,2.5579226249941156,,,,,,,0.0,0.0,Bournemouth,38
Leon,Chiwome,Chiwome,Forward,WOL,7.544232154758628,9.396796462709451,100.0,100.0,,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666946222376357,1.635994259856444,1.5831915289866028,1.4728517517968729,1.7854999918810726,1.8525643079508225,,,,,,,0.0,0.0,Wolves,38
Ethan,Nwaneri,Nwaneri,Midfielder,ARS,7.005256915445088,9.392385091092054,0.0,0.0,has joined Marseille on loan for the rest of the season.,5.0,0.1,0.0,1.6,8,0,1.3,0.0,0.13,0.04,0.17,,8.6,22.5,24.0,5.4,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.514044191322427,1.1395271322413696,2.1071036826939933,1.529180135861329,1.715401773325969,2.387128175646966,,,,,,,0.0,0.0,Arsenal,38
Ian,Poveda-Ocampo,Poveda,Midfielder,SUN,7.0933602448374025,9.388525603549837,,,,4.7,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9654183173000315,1.649906741991008,1.4531817409632146,1.3682890330054267,1.6565644115777216,2.2951653587124357,,,,,,,0.0,0.0,Sunderland,38
Joe,Worrall,Worrall,Defender,BUR,7.650183034187089,9.386115209458216,100.0,100.0,,3.8,0.2,0.0,5.3,20,0,1.8,0.0,0.01,0.0,0.01,,147.4,1.5,19.0,17.0,0.0,0,0,0,11,5,0.0,0.0,0.0,0.0,0.0,0.0,1.2494858532405675,1.4722019489501164,1.4850962541229202,1.5246501553524856,1.9187488225209992,1.735932175271128,,,,,,,0.0,0.0,Burnley,38
Abdallah,Sima,Sima,Midfielder,BHA,6.264641676830163,9.374570646205285,0.0,0.0,has joined Lens permanently.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5094829698142112,0.7764064296655522,1.270096309342255,1.4952171327542252,2.21343883525392,3.109928969375123,,,,,,,0.0,0.0,Brighton,38
Julio,Enciso Espínola,Enciso,Midfielder,BHA,6.264641676830163,9.374570646205285,0.0,0.0,has joined Strasbourg permanently.,5.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5094829698142112,0.7764064296655522,1.270096309342255,1.4952171327542252,2.21343883525392,3.109928969375123,,,,,,,0.0,0.0,Brighton,38
Simon,Moore,Moore,Goalkeeper,SUN,7.45782956858274,9.369298193185525,100.0,100.0,,3.9,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7418040139741466,1.2906344580816416,1.3682568264861805,1.286646460801145,1.7704878092396266,1.9114686246027857,,,,,,,0.0,0.0,Sunderland,38
Jhon,Arias,J.Arias,Midfielder,WOL,7.230192730534984,9.35832512963876,0.0,0.0,has joined Palmeiras permanently.,4.9,0.1,0.0,9.2,45,0,2.0,0.0,0.27,0.05,0.32,,171.0,204.0,148.0,52.1,0.0,1,0,2,21,14,0.0,0.0,0.0,0.0,0.0,0.0,0.4602288503355855,1.0312006988213671,1.5194741617914076,1.9343191155054391,2.2849699040811844,2.1281323991037775,,,,,,,0.0,0.0,Wolves,38
Malick,Yalcouyé,Yalcouye,Midfielder,BHA,6.412232877037889,9.356882552730635,0.0,0.0,Has joined Swansea City on loan for the rest of the season.,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4988791302367365,0.7702877178053592,1.2826780177618593,1.4705564132979418,2.3898315979359928,2.944649675692746,,,,,,,0.0,0.0,Brighton,38
Callum,Olusesi,Olusesi,Midfielder,TOT,7.2174672798478126,9.34263348131962,,,,4.3,0.2,0.0,0.2,1,0,1.0,0.0,0.0,0.06,0.06,,0.6,1.8,0.0,0.2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9107861819204629,1.5925293222441765,1.4531164344149836,1.4395733545191378,1.8214619867490514,2.1251662014718065,,,,,,,0.0,0.0,Spurs,38
Stefan,Ortega Moreno,Ortega Moreno,Goalkeeper,NFO,7.558160502280467,9.331507266743547,100.0,100.0,,4.7,0.2,0.0,2.3,11,0,3.7,0.0,0.0,0.0,0.0,,68.6,0.0,0.0,6.9,0.0,0,0,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.7346492441074268,1.2213125472734236,1.4639707213086885,1.347281077929829,1.790946911661098,1.7733467644630796,,,,,,,0.0,0.0,Nott'm Forest,38
Dean,Benamar,Benamar,Defender,CRY,7.461777496309416,9.329352470144546,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.097168976018903,1.4652686541397817,1.506673246423921,1.334383687086671,2.0582829326401395,1.86757497383513,,,,,,,0.0,0.0,Crystal Palace,38
George,King,King,Defender,CRY,7.461777496309416,9.329352470144546,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.097168976018903,1.4652686541397817,1.506673246423921,1.334383687086671,2.0582829326401395,1.86757497383513,,,,,,,0.0,0.0,Crystal Palace,38
Aaron,Ramsey,A.Ramsey,Midfielder,BUR,6.466525199386842,9.3188442307693,0.0,0.0,has joined Leicester City on loan for the rest of the season.,4.4,1.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5100820270076671,0.8379496689017711,1.6251243782077562,1.363564724738604,2.129804400531043,2.8523190313824576,,,,,,,0.0,0.0,Burnley,38
Enock,Agyei,Boateng,Midfielder,BUR,7.082937127056356,9.3162656693613,,,,4.7,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9472031780055568,1.5843248434553368,1.4482721864674595,1.3418649188268903,1.761272000301113,2.2333285423049447,,,,,,,0.0,0.0,Burnley,38
Hamed,Traorè,H.Traorè,Midfielder,BOU,6.848211565246958,9.314547512583111,0.0,0.0,has joined Marseille on loan for the rest of the season.,4.5,0.3,0.0,0.9,4,0,4.0,0.0,0.0,0.0,0.0,,21.2,10.0,0.0,3.1,0.0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4717048400395023,0.9982133253914738,2.0598533512840693,1.6167384390961854,1.701701609435727,2.4663359473361544,,,,,,,0.0,0.0,Bournemouth,38
Evan,Ferguson,Ferguson,Forward,BHA,6.659652069804232,9.28527810384918,0.0,0.0,Has joined AS Roma on loan for the rest of the season,5.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.508574422082154,0.9372955444330955,1.5413108350890816,1.3487957055066997,2.323675562693201,2.6256260340449478,,,,,,,0.0,0.0,Brighton,38
Fer,López González,Fer López,Midfielder,WOL,6.936664617806817,9.283820453276633,0.0,0.0,has joined Celta Vigo on loan for the rest of the season.,5.1,0.0,0.0,2.4,12,0,1.3,0.0,0.06,0.24,0.3,,29.0,61.0,37.0,12.4,0.0,0,1,0,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.4595459613072549,1.1551442515999932,1.7807864768150345,1.5999357811349875,1.941252146949546,2.3471558354698163,,,,,,,0.0,0.0,Wolves,38
